Locality_Name,Post_Code,Lat,Lng
TRAFALGAR,3824,-38.20803,146.151382
TRAFALGAR EAST,3824,-38.179753,146.147252
TRAFALGAR SOUTH,3824,-38.259301,146.229362
ABERFELDY,3825,-37.696566,146.364064
AMOR,3825,-37.941242,146.399804
BOOLA,3825,-38.052535,146.465334
CARINGAL,3825,-37.94669,146.345252
COALVILLE,3825,-38.236898,146.262749
COOPERS CREEK,3825,-37.985345,146.427424
ERICA,3825,-37.975325,146.371889
FUMINA,3825,-37.902215,146.113275
FUMINA SOUTH,3825,-37.959418,146.135163
HERNES OAK,3825,-38.195589,146.325844
HILL END,3825,-38.003232,146.14471
JACOB CREEK,3825,-37.998726,146.398222
JERICHO,3825,-37.636916,146.270386
MOE,3825,-38.176609,146.264851
MOE SOUTH,3825,-38.210768,146.250036
MOONDARRA,3825,-38.016343,146.366848
NEWBOROUGH,3825,-38.183607,146.288321
NEWBOROUGH EAST,3825,-38.179735,146.267763
RAWSON,3825,-37.9573,146.399139
TANJIL,3825,-37.943184,146.208715
TANJIL SOUTH,3825,-38.113688,146.251572
THALLOO,3825,-38.088974,146.30874
THOMSON,3825,-37.74414,146.376278
TOOMBON,3825,-37.738005,146.402938
WALHALLA,3825,-37.939603,146.451288
WESTBURY,3825,-38.144223,146.216805
WILLOW GROVE,3825,-38.072343,146.17846
YALLOURN,3825,-38.18582,146.345746
YALLOURN NORTH,3825,-38.163903,146.362001
NEERIM,3831,-37.962769,145.993328
NEERIM EAST,3831,-37.977249,145.97677
NEERIM SOUTH,3831,-38.016643,145.954579
NAYOOK,3832,-37.9133,145.9339
NEERIM JUNCTION,3832,-37.936324,145.959021
NEERIM NORTH,3832,-37.918904,146.004304
ADA,3833,-37.84087,145.849688
BAW BAW,3833,-37.836059,146.259948
BAW BAW VILLAGE,3833,-37.845666,145.995025
GENTLE ANNIE,3833,-37.947431,145.836402
ICY CREEK,3833,-37.883797,146.096614
LOCH VALLEY,3833,-37.796392,146.010196
MT BAW BAW,3833,-37.887228,146.075813
NOOJEE,3833,-37.891422,145.998533
PIEDMONT,3833,-37.896704,145.957863
TANJIL BREN,3833,-37.836888,146.202667
TOORONGO,3833,-37.788186,146.121146
VESPER,3833,-37.864798,146.078864
THORPDALE,3835,-38.331875,146.118691
DRIFFIELD,3840,-38.278708,146.321254
HAZELWOOD,3840,-38.298154,146.353163
HAZELWOOD NORTH,3840,-38.266522,146.476084
HAZELWOOD SOUTH,3840,-38.301804,146.367996
JEERALANG,3840,-38.405751,146.477884
JEERALANG JUNCTION,3840,-38.338625,146.41244
MARYVALE,3840,-38.168472,146.412102
MID VALLEY,3840,-38.237352,146.427136
MORWELL,3840,-38.23681,146.398703
MORWELL EAST,3840,-38.245277,146.393007
MORWELL UPPER,3840,-38.222371,146.397265
CHURCHILL,3842,-38.321315,146.417986
BLACKWARRY,3844,-38.406405,146.637984
CALLIGNEE,3844,-38.37721,146.603156
CALLIGNEE NORTH,3844,-38.321442,146.617446
CARRAJUNG,3844,-38.374056,146.685294
FLYNN,3844,-38.167987,146.696019
FLYNNS CREEK,3844,-38.237594,146.646467
KOORNALLA,3844,-38.305466,146.534111
LOY YANG,3844,-38.249633,146.578088
MOUNT TASSIE,3844,-38.386012,146.565787
TRARALGON,3844,-38.193322,146.538373
TRARALGON EAST,3844,-38.18958,146.568559
TRARALGON SOUTH,3844,-38.293304,146.534395
TYERS,3844,-38.14887,146.481207
WILLUNG SOUTH,3844,-38.345677,146.720314
HIAMDALE,3847,-38.26363,146.753319
NAMBROK,3847,-38.086656,146.853056
ROSEDALE,3847,-38.151336,146.786824
WILLUNG,3847,-38.249903,146.822327
GIFFARD,3850,-38.415897,147.083536
SALE,3850,-38.109349,147.068418
SALE NORTH,3850,-38.093434,147.074654
WURRUK,3850,-38.105688,147.035114
AIRLY,3851,-38.035548,147.084398
BUNDALAGUAH,3851,-38.026749,147.013205
CLYDEBANK,3851,-38.056056,147.209051
COBAINS,3851,-38.076263,147.140669
DARRIMAN,3851,-38.433569,146.955368
DUTSON,3851,-38.180661,147.233077
DUTSON DOWNS,3851,-38.201204,147.315655
FLAMINGO BEACH,3851,-38.282437,147.310404
FULHAM,3851,-38.098903,146.977064
GIFFARD WEST,3851,-38.379083,146.996022
GLOMAR BEACH,3851,-38.300661,147.28461
GOLDEN BEACH,3851,-38.211293,147.400355
KILMANY,3851,-38.111797,146.89434
LAKE WELLINGTON,3851,-38.093591,147.319118
LOCH SPORT,3851,-38.057683,147.568397
LONGFORD,3851,-38.174621,147.088205
MONTGOMERY,3851,-38.043286,147.062681
MYRTLEBANK,3851,-38.064893,147.02898
PARADISE BEACH,3851,-38.19735,147.416838
PEARSONDALE,3851,-38.13605,147.032582
SEACOMBE,3851,-38.132126,147.400683
SEASPRAY,3851,-38.376489,147.190459
SOMERTON PARK,3851,-38.081355,147.100735
STRADBROKE,3851,-38.249195,147.054141
THE HEART,3851,-38.101324,147.213554
THE HONEYSUCKLES,3851,-38.243608,147.130062
EAST SALE RAAF,3852,-38.106731,147.134356
SALE,3853,-38.095569,146.059953
GLENGARRY,3854,-38.124641,146.573643
GLENGARRY NORTH,3854,-38.105926,146.590465
GLENGARRY WEST,3854,-38.152645,146.518946
TOONGABBIE,3856,-38.066096,146.670202
COWWARR,3857,-38.003449,146.688721
DAWSON,3858,-37.974475,146.689838
DENISON,3858,-38.012479,146.808321
GLEN FALLOCH,3858,-37.693042,146.611611
GLENMAGGIE,3858,-37.894681,146.749993
HEYFIELD,3858,-37.978486,146.784349
LICOLA,3858,-37.626943,146.623726
LICOLA NORTH,3858,-37.516855,146.519643
SEATON,3858,-37.934836,146.660813
TAMBORITHA,3858,-37.462036,146.714289
WINNINDOO,3858,-38.031505,146.766121
MAFFRA WEST UPPER,3859,-37.886136,146.848259
MEWBURN PARK,3859,-37.952726,146.936208
NEWRY,3859,-37.923124,146.890459
TINAMBA,3859,-37.962211,146.891796
TINAMBA WEST,3859,-37.922586,146.841053
BOISDALE,3860,-37.880398,146.987326
BRIAGOLONG,3860,-37.843462,147.06798
BUSHY PARK,3860,-37.862478,147.010681
COONGULLA,3860,-37.893352,146.786827
MAFFRA,3860,-37.966701,146.975445
NUNTIN,3860,-38.224369,146.430136
RIVERSLEA,3860,-38.011789,146.935746
VALENCIA CREEK,3860,-37.834649,146.982729
CASTLEBURN,3862,-37.573541,147.187425
COBBANNAH,3862,-37.62722,147.207559
CROOKED RIVER,3862,-37.387647,147.106614
DARGO,3862,-37.279921,147.30201
HAWKHURST,3862,-37.423056,147.120095
LLOWALONG,3862,-37.918808,147.075738
MEERLIEU,3862,-38.002228,147.391595
MUNRO,3862,-37.925194,147.185405
PERRY BRIDGE,3862,-38.001149,147.225366
STOCKDALE,3862,-37.782622,147.203663
STRATFORD,3862,-37.966108,147.080128
WATERFORD,3862,-37.515637,147.204588
FERNBANK,3864,-37.860878,147.341513
GLENALADALE,3864,-37.73109,147.313351
THE FINGERBOARD,3864,-38.326496,142.115859
LINDENOW,3865,-37.800359,147.458491
JUMBUK,3869,-38.398143,146.424652
YINNAR,3869,-38.32212,146.327779
YINNAR SOUTH,3869,-38.388731,146.376374
BOOLARRA,3870,-38.378924,146.275377
BOOLARRA SOUTH,3870,-38.445642,146.263091
BUDGEREE,3870,-38.422532,146.363744
GRAND RIDGE,3870,-38.492506,146.440941
MIRBOO EAST,3870,-38.445603,146.199917
ALLAMBEE RESERVE,3871,-38.285262,146.054894
ALLAMBEE SOUTH,3871,-38.343735,146.099585
BAROMI,3871,-38.403622,146.176387
DARLIMURLA,3871,-38.370717,146.21074
DELBURN,3871,-38.332631,146.228385
MIRBOO,3871,-38.472256,146.207687
MIRBOO NORTH,3871,-38.401141,146.16144
GORMANDALE,3873,-38.285925,146.719797
CARRAJUNG SOUTH,3874,-38.379257,146.791268
MCLOUGHLINS BEACH,3874,-38.602848,146.885846
WOODSIDE,3874,-38.517851,146.88041
WOODSIDE BEACH,3874,-38.551218,146.971664
WOODSIDE NORTH,3874,-38.423615,146.820988
BAIRNSDALE,3875,-37.825114,147.628962
BENGWORDEN,3875,-37.973828,147.465331
BROADLANDS,3875,-37.838378,147.683316
BULLUMWAAL,3875,-37.646972,147.531893
CALULU,3875,-37.786277,147.508519
CLIFTON CREEK,3875,-37.706576,147.657848
DEPTFORD,3875,-37.601708,147.671789
EAST BAIRNSDALE,3875,-37.823828,147.644156
ELLASWOOD,3875,-37.787545,147.570516
FAIRY DELL,3875,-37.695347,147.76769
FLAGGY CREEK,3875,-37.753902,147.487723
FORGE CREEK,3875,-37.903871,147.625366
GOON NURE,3875,-37.960988,147.538336
GRANITE ROCK,3875,-37.766891,147.704263
HILLSIDE,3875,-37.830936,147.470591
HOLLANDS LANDING,3875,-38.042434,147.46513
IGUANA CREEK,3875,-37.761015,147.355471
LINDENOW SOUTH,3875,-37.825191,147.434619
LUCKNOW,3875,-37.793444,147.670367
MELWOOD,3875,-37.732399,147.510959
MERRIJIG,3875,-37.661965,147.471078
MOUNT TAYLOR,3875,-37.749093,147.557408
NEWLANDS ARM,3875,-37.924128,147.69801
SARSFIELD,3875,-37.7502,147.733422
TABBERABBERA,3875,-37.549745,147.351288
WALPA,3875,-37.79673,147.429275
WATERHOLES,3875,-37.652678,147.727844
WOODGLEN,3875,-37.770816,147.394164
WUK WUK,3875,-37.770288,147.417441
WY YUNG,3875,-37.767296,147.669914
EAGLE POINT,3878,-37.89463,147.670253
BOOLE POOLE,3880,-37.924908,147.693728
OCEAN GRANGE,3880,-37.964941,147.762738
PAYNESVILLE,3880,-37.91898,147.719554
RAYMOND ISLAND,3880,-37.919088,147.73139
NICHOLSON,3882,-37.815478,147.734243
BRUTHEN,3885,-37.70793,147.831322
BUCHAN,3885,-37.497243,148.172933
BUCHAN SOUTH,3885,-37.549724,148.120448
BUTCHERS RIDGE,3885,-37.26206,148.260612
GELANTIPY,3885,-37.224306,148.263629
MOSSIFACE,3885,-37.742867,147.816491
MURRINDAL,3885,-37.414756,148.205594
SUGGAN BUGGAN,3885,-36.981011,148.272173
TAMBO UPPER,3885,-37.762781,147.866933
TIMBARRA,3885,-37.48838,147.922484
W TREE,3885,-37.3301,148.272063
WISELEIGH,3885,-37.712037,147.808551
WULGULMERANG,3885,-36.989676,148.284947
WULGULMERANG EAST,3885,-37.101279,148.283994
WULGULMERANG WEST,3885,-37.371263,148.139699
YALMY,3885,-37.475473,148.403054
NEWMERELLA,3886,-37.735401,148.433878
LAKE TYERS,3887,-37.841038,148.121299
NOWA NOWA,3887,-37.733238,148.089423
WAIREWA,3887,-37.691434,148.167518
BENDOC,3888,-37.146838,148.884272
BETE BOLONG,3888,-37.692622,148.371357
BETE BOLONG NORTH,3888,-37.595833,148.293251
BONANG,3888,-37.203326,148.729988
BRODRIBB RIVER,3888,-37.704721,148.567094
CABANANDRA,3888,-37.16078,148.67573
CAPE CONRAN,3888,-37.780263,148.717584
CORRINGLE,3888,-37.795606,148.456588
DEDDICK VALLEY,3888,-37.075243,148.473926
DELEGATE RIVER EAST,3888,-37.067497,148.79638
DELLICKNORA,3888,-37.116147,148.667475
GOONGERAH,3888,-37.337817,148.697947
HAYDENS BOG,3888,-37.106055,148.869502
JARRAHMOND,3888,-37.699983,148.407389
LOCHEND,3888,-37.723924,148.494323
MARLO,3888,-37.795334,148.532921
MARTINS CREEK,3888,-37.43311,148.598069
NURRAN,3888,-37.552007,148.57144
OMEO VALLEY,3888,-36.944911,147.616754
ORBOST,3888,-37.707336,148.454887
SIMPSONS CREEK,3888,-37.767516,148.365433
TOSTAREE,3888,-37.748452,148.177741
TUBBUT,3888,-37.066803,148.583702
WAYGARA,3888,-37.741349,148.316317
WOMBAT CREEK,3888,-37.767946,148.255899
BELLBIRD CREEK,3889,-37.927902,145.906217
BEMM RIVER,3889,-37.758351,148.964815
CABBAGE TREE CREEK,3889,-37.704375,148.710484
CLUB TERRACE,3889,-37.502009,148.925069
COMBIENBAR,3889,-37.417999,149.009429
ERRINUNDRA,3889,-37.473676,148.761323
MANORINA,3889,-37.690264,148.79858
BULDAH,3890,-37.270391,149.144376
CANN RIVER,3890,-37.564236,149.151747
CHANDLERS CREEK,3890,-37.347633,149.20243
NOORINBEE,3890,-37.475783,149.180115
NOORINBEE NORTH,3890,-37.432133,149.197997
TAMBOON,3890,-37.743427,149.139474
TONGHI CREEK,3890,-37.564465,149.061404
WEERAGUA,3890,-37.34599,149.08873
GENOA,3891,-37.475736,149.592844
GIPSY POINT,3891,-37.479913,149.680067
MARAMINGO CREEK,3891,-37.404558,149.59035
WALLAGARAUGH,3891,-37.435684,149.748403
WANGARABELL,3891,-37.380615,149.492347
WINGAN RIVER,3891,-37.586718,149.489277
WROXHAM,3891,-37.350782,149.479885
MALLACOOTA,3892,-37.549486,149.729223
DOUBLE BRIDGES,3893,-37.590191,147.893491
STIRLING,3893,-37.439406,147.656634
TAMBO CROSSING,3893,-37.495876,147.83403
DOCTORS FLAT,3895,-37.298674,147.748627
ENSAY,3895,-37.374717,147.836841
ENSAY NORTH,3895,-37.326511,147.840526
REEDY CREEK,3895,-37.422573,147.937166
BINDI,3896,-37.112351,147.812864
BROOKVILLE,3896,-37.323086,147.624598
NUNNIONG,3896,-37.23774,147.950459
SWIFTS CREEK,3896,-37.2501,147.712099
TONGIO,3896,-37.208132,147.718065
ANGLERS REST,3898,-37.019423,147.470661
BINGO,3898,-37.007954,147.565477
BINGO MUNJIE,3898,-37.007954,147.565477
BUNDARA,3898,-37.019203,147.371557
CASSILIS,3898,-37.221661,147.600852
COBUNGRA,3898,-37.095299,147.413436
DINNER PLAIN,3898,-37.033184,147.274815
GLEN VALLEY,3898,-36.897686,147.463525
GLEN WILLS,3898,-36.837534,147.501256
HINNOMUNJIE,3898,-37.011521,147.656952
OMEO,3898,-37.098832,147.594222
SHANNONVALE,3898,-36.930553,147.423253
BENAMBRA,3900,-36.949754,147.703226
COBBERAS,3900,-36.83141,148.005953
UPLANDS,3900,-37.871105,147.992815
BUMBERRAH,3902,-37.792719,147.830756
JOHNSONVILLE,3902,-37.820156,147.830563
SWAN REACH,3903,-37.810093,147.84454
METUNG,3904,-37.87152,147.847355
KALIMNA,3909,-37.857772,147.922922
KALIMNA WEST,3909,-37.865159,147.951995
LAKE BUNGA,3909,-37.860751,148.035927
LAKE TYERS BEACH,3909,-37.859049,148.086768
LAKES ENTRANCE,3909,-37.881499,147.982787
NUNGURNER,3909,-37.880277,147.885873
NYERIMILANG,3909,-37.870034,147.918614
TOORLOO ARM,3909,-37.807188,148.039354
LANGWARRIN,3910,-38.153809,145.185851
BAXTER,3911,-38.195383,145.158007
LANGWARRIN SOUTH,3911,-38.198507,145.182526
PEARCEDALE,3912,-38.202617,145.232339
SOMERVILLE,3912,-38.223956,145.175798
TYABB,3913,-38.259808,145.186464
HASTINGS,3915,-38.30771,145.190507
TUERONG,3915,-38.297387,145.077506
MERRICKS,3916,-38.392646,145.085801
POINT LEO,3916,-38.416391,145.075863
SHOREHAM,3916,-38.427678,145.044425
BITTERN,3918,-38.337376,145.177993
CRIB POINT,3919,-38.366119,145.204068
FRENCH ISLAND,3921,-38.342506,145.338749
TANKERTON,3921,-38.385026,145.290896
COWES,3922,-38.450286,145.239003
SILVERLEAVES,3922,-38.452164,145.273978
SMITHS BEACH,3922,-38.498494,145.273131
SUMMERLANDS,3922,-38.506601,145.145082
SUNDERLAND BAY,3922,-38.507505,145.277902
SUNSET STRIP,3922,-38.497091,145.262363
SURF BEACH,3922,-38.51091,145.296151
VENTNOR,3922,-38.459022,145.19073
WIMBLEDON HEIGHTS,3922,-38.480888,145.239905
RHYLL,3923,-38.460584,145.307964
CAPE WOOLAMAI,3925,-38.54338,145.340775
CHURCHILL ISLAND,3925,-38.49979,145.337451
NEWHAVEN,3925,-38.514776,145.357945
SAN REMO,3925,-38.520564,145.373057
BALNARRING,3926,-38.373497,145.126733
BALNARRING BEACH,3926,-38.388439,145.12449
MERRICKS BEACH,3926,-38.401152,145.10014
MERRICKS NORTH,3926,-38.353666,145.08415
SOMERS,3927,-38.383442,145.147627
MAIN RIDGE,3928,-38.400438,144.970958
FLINDERS,3929,-38.473815,145.01628
KUNYUNG,3930,-38.191618,145.079095
MOUNT ELIZA,3930,-38.187263,145.089626
MORNINGTON,3931,-38.238386,145.064195
MOOROODUC,3933,-38.237072,145.087375
MOUNT MARTHA,3934,-38.302366,144.994873
ARTHURS SEAT,3936,-38.354428,144.949793
DROMANA,3936,-38.333311,144.963564
SAFETY BEACH,3936,-38.314903,144.9906
RED HILL,3937,-38.37014,145.012073
RED HILL SOUTH,3937,-38.382404,145.023052
MCCRAE,3938,-37.990225,145.21956
BONEO,3939,-38.398469,144.904098
CAPE SCHANCK,3939,-38.464988,144.899983
FINGAL,3939,-38.425698,144.887086
ROSEBUD,3939,-38.355262,144.906239
ROSEBUD PLAZA,3939,-38.35533,144.905978
RYE,3941,-38.370692,144.824741
ST ANDREWS BEACH,3941,-38.41506,144.823523
TOOTGAROOK,3941,-38.368159,144.862455
BLAIRGOWRIE,3942,-38.359005,144.768511
SORRENTO,3943,-38.344297,144.73807
PORTSEA,3944,-38.338347,144.709285
BELLVIEW,3945,-37.970297,145.155125
JEETHO,3945,-38.394683,145.741066
KROWERA,3945,-38.436892,145.674615
LOCH,3945,-38.369038,145.709149
WOODLEIGH,3945,-38.414251,145.640882
BENA,3946,-38.433031,145.722184
KARDELLA SOUTH,3950,-38.449367,145.877524
KORUMBURRA,3950,-38.431929,145.823567
KORUMBURRA SOUTH,3950,-38.459162,145.821233
STRZELECKI,3950,-38.349279,145.888176
WHITELAW,3950,-38.435084,145.777786
ARAWATA,3951,-38.394907,145.888218
FAIRBANK,3951,-38.411503,145.935854
JUMBUNNA,3951,-38.470573,145.77112
KARDELLA,3951,-38.426697,145.866891
KONGWAK,3951,-38.518208,145.703644
MOYARRA,3951,-38.490367,145.740876
OUTTRIM,3951,-38.493462,145.767714
RANCEBY,3951,-38.37462,145.839244
BERRYS CREEK,3953,-38.406667,146.069703
BOOROOL,3953,-38.443382,146.077181
HALLSTON,3953,-38.35729,146.033824
KOOROOMAN,3953,-38.467534,146.011056
LEONGATHA,3953,-38.476151,145.946299
LEONGATHA NORTH,3953,-38.447916,145.951052
LEONGATHA SOUTH,3953,-38.532316,145.876434
MARDAN,3953,-38.478774,146.118977
MOUNT ECCLES,3953,-38.361373,145.977791
MOUNT ECCLES SOUTH,3953,-38.413108,145.994278
NERRENA,3953,-38.495434,146.005084
RUBY,3953,-38.440221,145.919627
TRIDA,3953,-38.315402,145.971875
WILD DOG VALLEY,3953,-38.369483,145.944689
KOONWARRA,3954,-38.547015,145.948111
DUMBALK,3956,-38.531629,146.095008
DUMBALK NORTH,3956,-38.505983,146.168253
MEENIYAN,3956,-38.577663,146.014655
MIRBOO SOUTH,3956,-38.526032,146.207508
TARWIN,3956,-38.578138,145.982532
TARWIN LOWER,3956,-38.701426,145.869274
VENUS BAY,3956,-38.702427,145.827779
WALKERVILLE,3956,-38.860948,145.998523
WALKERVILLE SOUTH,3956,-38.88952,145.981959
GRASSY SPUR,3957,-37.944787,145.273438
STONY CREEK,3957,-38.583226,146.144844
BUFFALO,3958,-38.642608,146.074806
BUFFALO CREEK,3958,-38.634604,146.052231
FISH CREEK,3959,-38.694358,146.082083
HODDLE,3959,-38.69034,146.143749
SANDY POINT,3959,-38.819907,146.118986
WARATAH BAY,3959,-38.810991,146.042621
WARATAH NORTH,3959,-38.773869,146.072353
BENNISON,3960,-38.668395,146.266751
BOOLARONG,3960,-38.566919,146.255704
FOSTER,3960,-38.65259,146.202007
FOSTER NORTH,3960,-38.621707,146.170021
GUNYAH,3960,-38.566342,146.305111
MOUNT BEST,3960,-38.600297,146.311507
SHALLOW INLET,3960,-38.813056,146.168906
TIDAL RIVER,3960,-39.03009,146.320865
TURTONS CREEK,3960,-38.547382,146.24338
WILSONS PROMONTORY,3960,-38.924873,146.329839
WONGA,3960,-38.616067,146.254183
WOORARRA WEST,3960,-38.589541,146.184647
YANAKIE,3960,-38.829607,146.238119
AGNES,3962,-38.670149,146.396151
CHRISTIES,3962,-38.532794,146.392908
TOORA,3962,-38.662098,146.326724
TOORA NORTH,3962,-38.588896,146.332813
WONYIP,3962,-38.55954,146.397048
WOORARRA,3962,-38.581564,146.317813
WOORARRA EAST,3962,-38.602895,146.381201
PORT FRANKLIN,3964,-38.679229,146.270581
PORT WELSHPOOL,3965,-38.691833,146.454398
BINGINWARRI,3966,-38.584197,146.453313
HAZEL PARK,3966,-38.627993,146.376211
WELSHPOOL,3966,-38.665564,146.436128
HEDLEY,3967,-37.693272,144.961131
ALBERTON,3971,-38.611394,146.66598
ALBERTON WEST,3971,-38.598686,146.587948
BALOOK,3971,-38.431459,146.565061
CALROSSIE,3971,-38.49391,146.666161
DEVON NORTH,3971,-38.505036,146.649674
GELLIONDALE,3971,-38.626917,146.603738
HIAWATHA,3971,-38.52267,146.476713
HUNTERSTON,3971,-38.580032,146.780079
JACK RIVER,3971,-38.552888,146.581578
LANGSBOROUGH,3971,-38.651487,146.675098
MACKS CREEK,3971,-38.473774,146.64119
MADALYA,3971,-38.496201,146.472685
MANNS BEACH,3971,-38.644833,146.781284
PORT ALBERT,3971,-38.671789,146.692958
ROBERTSONS BEACH,3971,-38.658005,146.730807
STACEYS BRIDGE,3971,-38.559554,146.518605
TARRA VALLEY,3971,-38.469166,146.570952
TARRAVILLE,3971,-38.624845,146.723439
WON WRON,3971,-38.451398,146.737355
YARRAM,3971,-38.562402,146.676035
LYNBROOK,3975,-38.050457,145.257531
LYNDHURST,3975,-38.053275,145.244343
HAMPTON PARK,3976,-38.032221,145.267863
CANNONS CREEK,3977,-38.212992,145.315447
CRANBOURNE,3977,-38.11122,145.268832
CRANBOURNE EAST,3977,-38.117857,145.320381
CRANBOURNE NORTH,3977,-38.082218,145.276538
CRANBOURNE SOUTH,3977,-38.145571,145.226226
CRANBOURNE WEST,3977,-38.109374,145.25241
DEVON MEADOWS,3977,-38.162501,145.319677
JUNCTION VILLAGE,3977,-38.138435,145.294077
SANDHURST,3977,-38.080718,145.209511
SKYE,3977,-38.1183,145.203099
CARDINIA,3978,-38.145962,145.423291
CLYDE,3978,-38.13472,145.334321
CLYDE NORTH,3978,-38.118738,145.327258
ALMURTA,3979,-38.434865,145.558415
GLEN ALVIE,3979,-38.497122,145.646179
KERNOT,3979,-38.426639,145.597787
KORRINE,3979,-38.532849,145.652943
BLIND BIGHT,3980,-38.211236,145.340207
TOORADIN,3980,-38.210636,145.380072
WARNEET,3980,-38.220563,145.314044
BAYLES,3981,-38.179036,145.573638
CATANI,3981,-38.188905,145.648437
DALMORE,3981,-38.192976,145.442456
HEATH HILL,3981,-38.239192,145.707089
KOO WEE RUP,3981,-38.19937,145.490761
KOO WEE RUP NORTH,3981,-38.167334,145.520264
YANNATHAN,3981,-38.228782,145.639804
ADAMS ESTATE,3984,-38.323843,145.539805
CALDERMEADE,3984,-38.257421,145.550044
CORINELLA,3984,-38.414437,145.432099
CORONET BAY,3984,-38.427069,145.467185
GRANTVILLE,3984,-38.408411,145.532454
JAM JERRUP,3984,-38.324246,145.521237
LANG LANG,3984,-38.264951,145.564762
LANG LANG EAST,3984,-38.251513,145.656429
MONOMEITH,3984,-38.192928,145.516583
PIONEER BAY,3984,-38.322117,145.526408
QUEENSFERRY,3984,-38.419024,145.499977
TENBY POINT,3984,-38.44102,145.510723
THE GURDIES,3984,-38.373978,145.56117
NYORA,3987,-38.333067,145.670441
MOUNTAIN VIEW,3988,-38.294339,145.886342
POOWONG,3988,-38.342951,145.765454
POOWONG EAST,3988,-38.320894,145.831048
POOWONG NORTH,3988,-38.289395,145.768796
GLEN FORBES,3990,-38.449183,145.532297
BASS,3991,-38.480541,145.467733
BLACKWOOD FOREST,3992,-38.493513,145.616162
DALYSTON,3992,-38.563459,145.547409
RYANSTON,3992,-38.54492,145.577478
WEST CREEK,3992,-38.575998,145.6322
ANDERSON,3995,-38.527605,145.446731
ARCHIES CREEK,3995,-38.541874,145.55404
CAPE PATERSON,3995,-38.67086,145.656474
HARMERS HAVEN,3995,-38.645417,145.581804
HICKSBOROUGH,3995,-38.587628,145.563172
KILCUNDA,3995,-38.549173,145.475411
LANCE CREEK,3995,-38.559606,145.63577
NORTH WONTHAGGI,3995,-38.597829,145.605094
POWLETT RIVER,3995,-38.564322,145.545551
SOUTH DUDLEY,3995,-38.598847,145.578444
ST CLAIR,3995,-38.583991,145.6485
WATTLE BANK,3995,-38.576309,145.700931
WONTHAGGI,3995,-38.606312,145.588583
WOOLAMAI,3995,-38.498651,145.520561
INVERLOCH,3996,-38.632958,145.729641
POUND CREEK,3996,-38.627873,145.808696
MELBOURNE,8001,-38.365017,144.76592
EAST MELBOURNE,8002,-38.105449,145.147855
ST KILDA ROAD,8004,-37.836219,144.975549
WORLD TRADE CENTRE,8005,-37.822262,144.954856
ABECKETT STREET,8006,-37.809696,144.959314
FLINDERS LANE,8009,-37.817201,144.964531
LAW COURTS,8010,-38.185857,146.293728
LITTLE LONSDALE STREET,8011,-37.811301,144.961819
MELBOURNE,8045,-38.365017,144.76592
MELBOURNE,8051,-38.365017,144.76592
MELBOURNE,8060,-38.365017,144.76592
MELBOURNE,8061,-38.365017,144.76592
MELBOURNE,8066,-38.365017,144.76592
MELBOURNE,8069,-38.365017,144.76592
MELBOURNE,8070,-38.365017,144.76592
MELBOURNE,8071,-38.365017,144.76592
MELBOURNE,8102,-38.365017,144.76592
MELBOURNE,8103,-38.365017,144.76592
MELBOURNE,8107,-38.365017,144.76592
MELBOURNE,8108,-38.365017,144.76592
MELBOURNE,8111,-38.365017,144.76592
MELBOURNE,8120,-38.365017,144.76592
MELBOURNE,8205,-38.365017,144.76592
MELBOURNE,8383,-38.365017,144.76592
MELBOURNE,8386,-38.365017,144.76592
MELBOURNE,8388,-38.365017,144.76592
MELBOURNE,8390,-38.365017,144.76592
MELBOURNE,8393,-38.365017,144.76592
MELBOURNE,8394,-38.365017,144.76592
MELBOURNE,8396,-38.365017,144.76592
MELBOURNE,8399,-38.365017,144.76592
NORTH MELBOURNE,8500,-37.905996,145.056254
CARLTON,8507,-37.960325,145.215601
BRUNSWICK,8538,-37.794105,144.979191
FITZROY,8557,-37.859514,144.977808
IVANHOE,8576,-37.764016,145.044798
HAWTHORN,8622,-37.88986,145.021417
CAMBERWELL,8626,-37.836011,145.062173
CAMBERWELL,8627,-37.836011,145.062173
DANDENONG,8785,-37.893104,145.088205
SOUTH MELBOURNE,8865,-37.93291,145.033718
PORT MELBOURNE,8873,-37.846333,144.885746
